StockCode,Recency,Frequency,Monetary,R,F,M,RFM_Score,LoyalCustomer,Predicted_LoyalCustomer
22233,2,109,641.3199999999999,2,3,2,7,0,0
22236,16,99,4133.549999999999,3,3,4,10,1,1
22241,17,242,2646.7400000000002,3,4,4,11,1,1
22242,297,37,1050.4799999999998,4,2,3,9,1,1
22243,10,134,4771.44,3,3,4,10,1,1
22244,43,167,3311.31,4,3,4,11,1,1
22245,99,100,1075.1,4,3,3,10,1,1
22246,16,91,986.17,3,3,3,9,1,1
22247,14,113,593.14,3,3,2,8,0,0
22248,4,111,542.9399999999999,3,3,2,8,0,0
22249,2,146,829.86,2,3,3,8,0,0
22250,1,148,736.05,1,3,3,7,0,0
22251,1,140,911.99,1,3,3,7,0,0
22252,1,68,777.82,1,3,3,7,0,0
22254,2,61,836.8000000000001,2,2,3,7,0,0
22255,2,77,602.63,2,3,2,7,0,0
22256,93,50,394.15,4,2,2,8,0,0
22257,41,42,280.42,4,2,2,8,0,0
22258,14,79,752.64,3,3,3,9,1,1
22259,227,44,332.84,4,2,2,8,0,0
22260,1,105,580.8399999999999,1,3,2,6,0,0
22261,1,108,553.2099999999999,1,3,2,6,0,0
22262,3,139,958.1099999999999,2,3,3,8,0,0
22263,2,52,229.16,2,2,2,6,0,0
22264,1,96,738.68,1,3,3,7,0,0
22265,10,64,366.15000000000003,3,2,2,7,0,0
22266,2,92,596.5,2,3,2,7,0,0
22267,4,83,673.17,3,3,2,8,0,0
22268,29,160,812.3,3,3,3,9,1,1
22269,2,125,622.74,2,3,2,7,0,0
22270,17,56,971.84,3,2,3,8,0,0
22271,15,303,5045.700000000001,3,4,4,11,1,1
22272,202,49,567.87,4,2,2,8,0,0
22273,1,336,15528.99,1,4,4,9,1,1
22274,2,269,3994.78,2,4,4,10,1,1
22275,372,1,527.85,4,1,2,7,0,0
22276,1,87,856.7099999999999,1,3,3,7,0,0
22277,1,100,897.74,1,3,3,7,0,0
22278,1,181,2739.0,1,4,4,9,1,1
22279,1,129,1008.4,1,3,3,7,0,0
22280,1,95,510.84,1,3,2,6,0,0
22281,2,63,935.39,2,2,3,7,0,0
22282,1,100,2391.27,1,3,4,8,0,0
22283,1,157,2774.13,1,3,4,8,0,0
22284,4,133,1663.0699999999997,3,3,3,9,1,1
22285,4,120,1494.8999999999999,3,3,3,9,1,1
22286,9,115,1065.3899999999999,3,3,3,9,1,1
22287,9,81,724.8399999999999,3,3,3,9,1,1
22288,4,58,618.2,3,2,2,7,0,0
22289,18,34,198.52,3,2,2,7,0,0
22291,14,121,1981.4199999999998,3,3,3,9,1,1
22292,14,112,1608.86,3,3,3,9,1,1
22293,18,122,1341.6699999999998,3,3,3,9,1,1
22294,1,302,6943.83,1,4,4,9,1,1
22295,1,251,4663.469999999999,1,4,4,9,1,1
22296,2,319,5275.7699999999995,2,4,4,10,1,1
22297,2,378,5468.66,2,4,4,10,1,1
22299,1,83,1451.97,1,3,3,7,0,0
22300,1,201,3478.06,1,4,4,9,1,1
22301,1,263,5091.23,1,4,4,9,1,1
22302,1,215,5167.44,1,4,4,9,1,1
22303,1,271,6524.7,1,4,4,9,1,1
22304,1,61,1368.18,1,2,3,6,0,0
22305,2,52,1607.13,2,2,3,7,0,0
22306,4,115,1457.27,3,3,3,9,1,1
22307,1,79,1015.5400000000001,1,3,3,7,0,0
22308,1,105,877.38,1,3,3,7,0,0
22309,1,121,1093.6,1,3,3,7,0,0
22310,1,109,1296.23,1,3,3,7,0,0
22311,3,144,3439.16,2,3,4,9,1,1
22312,2,133,2038.9900000000002,2,3,3,8,0,0
22313,1,66,2202.33,1,3,3,7,0,0
22314,1,134,1767.9700000000003,1,3,3,7,0,0
22315,2,172,1221.43,2,4,3,9,1,1
22316,3,56,744.87,2,2,3,7,0,0
22317,11,89,882.6200000000001,3,3,3,9,1,1
22318,4,144,1562.2700000000002,3,3,3,9,1,1
22319,1,62,591.76,1,2,2,5,0,0
22320,1,77,1200.8200000000002,1,3,3,7,0,0
22321,1,133,882.18,1,3,3,7,0,0
22322,28,140,758.01,3,3,3,9,1,1
22323,331,1,1.95,4,1,1,6,0,0
22324,1,74,688.3,1,3,2,6,0,0
22325,10,99,1215.65,3,3,3,9,1,1
22326,1,749,24559.57,1,4,4,9,1,1
22327,1,293,4380.95,1,4,4,9,1,1
22328,1,597,20821.87,1,4,4,9,1,1
22329,1,241,2691.5899999999997,1,4,4,9,1,1
22331,1,185,2978.4399999999996,1,4,4,9,1,1
22332,5,152,1719.2499999999998,3,3,3,9,1,1
22333,3,329,7182.539999999999,2,4,4,10,1,1
22334,3,101,1160.7099999999998,2,3,3,8,0,0
22335,2,225,1672.7900000000002,2,4,3,9,1,1
22336,56,80,769.36,4,3,3,10,1,1
22337,7,77,574.5400000000001,3,3,2,8,0,0
22338,1,182,1246.94,1,4,3,8,0,0
22339,16,85,700.24,3,3,3,9,1,1
22340,1,129,809.68,1,3,3,7,0,0
22341,2,78,827.6299999999999,2,3,3,8,0,0
22342,1,130,1151.78,1,3,3,7,0,0
22343,1,95,889.1999999999999,1,3,3,7,0,0
22344,1,76,460.38,1,3,2,6,0,0
22345,1,72,414.91999999999996,1,3,2,6,0,0
22346,1,59,381.65999999999997,1,2,2,5,0,0
22348,1,359,3595.1899999999996,1,4,4,9,1,1
22349,4,133,5437.7699999999995,3,3,4,10,1,1
22350,1,121,3824.6699999999996,1,3,4,8,0,0
22351,163,2,23.089999999999996,4,1,1,6,0,0
22352,1,491,7914.5199999999995,1,4,4,9,1,1
22353,215,24,155.54999999999998,4,2,2,8,0,0
22354,3,84,2864.37,2,3,4,9,1,1
22355,1,894,29391.54,1,4,4,9,1,1
22356,1,759,11621.82,1,4,4,9,1,1
22357,1,188,2251.54,1,4,3,8,0,0
22358,1,259,2580.7200000000003,1,4,4,9,1,1
22359,3,83,617.57,2,3,2,7,0,0
22360,2,230,3495.4700000000003,2,4,4,10,1,1
22361,1,274,2633.23,1,4,4,9,1,1
22362,1,140,1426.7900000000002,1,3,3,7,0,0
22363,2,85,1719.25,2,3,3,8,0,0
22364,1,178,2192.62,1,4,3,8,0,0
22365,1,180,5778.18,1,4,4,9,1,1
22366,1,223,6228.97,1,4,4,9,1,1
22367,1,561,7590.48,1,4,4,9,1,1
22371,1,402,5151.35,1,4,4,9,1,1
22372,1,148,1293.74,1,3,3,7,0,0
22374,1,226,2457.27,1,4,4,9,1,1
22375,1,167,1639.29,1,3,3,7,0,0
22376,2,122,1141.7,2,3,3,8,0,0
22377,2,209,2189.98,2,4,3,9,1,1
22378,1,294,3651.17,1,4,4,9,1,1
22379,1,753,15759.64,1,4,4,9,1,1
22380,1,291,2901.56,1,4,4,9,1,1
22381,1,476,7494.39,1,4,4,9,1,1
22382,1,1170,18334.71,1,4,4,9,1,1
22383,1,1305,22766.239999999998,1,4,4,9,1,1
22384,1,1110,17671.39,1,4,4,9,1,1
22385,1,690,17297.0,1,4,4,9,1,1
22386,1,1231,43252.82,1,4,4,9,1,1
22389,1,46,851.55,1,2,3,6,0,0
22390,1,36,445.44,1,2,2,5,0,0
22391,1,29,245.57999999999998,1,2,2,5,0,0
22393,1,73,752.18,1,3,3,7,0,0
22394,1,24,245.98,1,2,2,5,0,0
22395,1,33,220.04,1,2,2,5,0,0
22396,1,130,649.43,1,3,2,6,0,0
22398,1,252,1694.51,1,4,3,8,0,0
22399,8,101,1377.08,3,3,3,9,1,1
22400,2,151,732.21,2,3,3,8,0,0
22402,1,153,1050.58,1,3,3,7,0,0
22403,3,127,704.67,2,3,3,8,0,0
22405,1,71,418.92,1,3,2,6,0,0
22406,1,85,404.71,1,3,2,6,0,0
22407,3,24,100.53,2,2,1,5,0,0
22408,4,29,163.69,3,2,2,7,0,0
22409,3,58,300.97,2,2,2,6,0,0
22410,1,58,247.42000000000002,1,2,2,5,0,0
22411,1,1187,29257.420000000002,1,4,4,9,1,1
22412,29,148,1942.3500000000001,3,3,3,9,1,1
22413,1,415,11157.890000000001,1,4,4,9,1,1
22414,2,97,2054.59,2,3,3,8,0,0
22415,318,13,151.05,4,1,2,7,0,0
22416,6,77,1219.52,3,3,3,9,1,1
22417,2,522,4591.84,2,4,4,10,1,1
22418,1,326,5731.65,1,4,4,9,1,1
22419,1,273,1679.3999999999999,1,4,3,8,0,0
22420,1,126,611.72,1,3,2,6,0,0
22421,1,214,1348.36,1,4,3,8,0,0
22422,1,205,776.75,1,4,3,8,0,0
22423,1,2168,184207.29,1,4,4,9,1,1
22424,1,471,12726.43,1,4,4,9,1,1
22425,2,169,2375.82,2,4,4,10,1,1
22426,2,212,2903.96,2,4,4,10,1,1
22427,11,519,12914.960000000001,3,4,4,11,1,1
22428,2,116,1875.6100000000001,2,3,3,8,0,0
22429,1,392,5689.93,1,4,4,9,1,1
22430,2,202,3365.09,2,4,4,10,1,1
22431,1,337,4018.2099999999996,1,4,4,9,1,1
22432,1,280,3377.9199999999996,1,4,4,9,1,1
22433,1,230,2673.35,1,4,4,9,1,1
22434,1,126,1615.26,1,3,3,7,0,0
22435,2,267,3471.75,2,4,4,10,1,1
22436,3,164,1425.16,2,3,3,8,0,0
22437,1,227,2427.44,1,4,4,9,1,1
22438,1,98,1058.69,1,3,3,7,0,0
22439,1,200,1341.3200000000002,1,4,3,8,0,0
22440,4,155,2389.32,3,3,4,10,1,1
22441,1,222,2307.61,1,4,4,9,1,1
22442,1,85,1328.75,1,3,3,7,0,0
22443,126,92,1415.5900000000001,4,3,3,10,1,1
22444,141,60,1147.87,4,2,3,9,1,1
22445,1,130,1624.7600000000002,1,3,3,7,0,0
22446,1,133,1135.18,1,3,3,7,0,0
22447,1,45,410.81,1,2,2,5,0,0
22448,3,45,656.4300000000001,2,2,2,6,0,0
22449,16,144,1607.4,3,3,3,9,1,1
22450,11,59,664.46,3,2,2,7,0,0
22451,211,51,779.1500000000001,4,2,3,9,1,1
22452,3,145,1834.0600000000002,2,3,3,8,0,0
22453,1,79,1194.64,1,3,3,7,0,0
22454,24,42,851.4200000000001,3,2,3,8,0,0
22456,1,508,9881.27,1,4,4,9,1,1
22457,1,1266,28300.56,1,4,4,9,1,1
22458,234,23,1421.83,4,2,3,9,1,1
22459,227,25,1018.19,4,2,3,9,1,1
22460,1,217,3313.5,1,4,4,9,1,1
22461,87,66,1627.03,4,3,3,10,1,1
22464,1,362,5706.32,1,4,4,9,1,1
22465,1,205,3195.24,1,4,4,9,1,1
22466,1,212,5643.59,1,4,4,9,1,1
22467,1,711,19227.97,1,4,4,9,1,1
22468,2,155,3652.62,2,3,4,9,1,1
22469,1,1212,32315.75,1,4,4,9,1,1
22470,1,941,30328.91,1,4,4,9,1,1
22471,1,106,1508.92,1,3,3,7,0,0
22472,1,109,1546.81,1,3,3,7,0,0
22473,1,112,1623.04,1,3,3,7,0,0
22474,1,133,1772.27,1,3,3,7,0,0
22475,1,138,1605.67,1,3,3,7,0,0
22476,1,126,2883.7599999999998,1,3,4,8,0,0
22477,1,128,1981.65,1,3,3,7,0,0
22478,1,140,2218.12,1,3,3,7,0,0
22479,1,98,1658.57,1,3,3,7,0,0
22480,103,73,757.21,4,3,3,10,1,1
22481,1,128,748.08,1,3,3,7,0,0
22482,157,53,565.86,4,2,2,8,0,0
22483,1,170,2317.69,1,4,4,9,1,1
22485,1,212,7266.849999999999,1,4,4,9,1,1
22486,1,28,522.95,1,2,2,5,0,0
22487,2,446,8152.03,2,4,4,10,1,1
22488,1,424,5633.079999999999,1,4,4,9,1,1
22489,1,445,4073.81,1,4,4,9,1,1
22491,1,220,3204.0299999999997,1,4,4,9,1,1
22492,1,390,17065.22,1,4,4,9,1,1
22493,1,224,4386.389999999999,1,4,4,9,1,1
22494,2,252,1623.52,2,4,3,9,1,1
22495,1,99,769.47,1,3,3,7,0,0
22496,1,80,549.86,1,3,2,6,0,0
22497,4,100,1145.15,3,3,3,9,1,1
22498,1,150,2121.9900000000002,1,3,3,7,0,0
22499,3,409,12816.050000000001,2,4,4,10,1,1
22500,1,96,980.7,1,3,3,7,0,0
22501,33,462,20195.36,4,4,4,12,1,1
22502,75,472,51811.87,4,4,4,12,1,1
22503,13,37,2471.97,3,2,4,9,1,1
22504,4,72,4807.17,3,3,4,10,1,1
22505,1,316,7128.97,1,4,4,9,1,1
22507,1,464,14227.3,1,4,4,9,1,1
22508,1,300,6627.13,1,4,4,9,1,1
22509,1,88,2371.64,1,3,4,8,0,0
22510,1,42,406.49,1,2,2,5,0,0
22511,1,55,498.95,1,2,2,5,0,0
22512,3,37,273.46,2,2,2,6,0,0
22513,1,67,543.65,1,3,2,6,0,0
22514,1,99,706.5500000000001,1,3,3,7,0,0
22515,3,85,613.1500000000001,2,3,2,7,0,0
22516,1,62,496.99,1,2,2,5,0,0
22517,3,69,462.33000000000004,2,3,2,7,0,0
22518,207,81,783.5400000000001,4,3,3,10,1,1
22519,186,88,906.7500000000001,4,3,3,10,1,1
22520,207,113,622.0999999999999,4,3,2,9,1,1
22521,218,104,533.16,4,3,2,9,1,1
22522,1,129,784.49,1,3,3,7,0,0
22523,2,136,761.8599999999999,2,3,3,8,0,0
22524,200,81,883.1999999999999,4,3,3,10,1,1
22525,235,74,648.97,4,3,2,9,1,1
22526,1,83,1796.76,1,3,3,7,0,0
22528,367,1,3.36,4,1,1,6,0,0
22529,1,70,349.87,1,3,2,6,0,0
22530,1,234,1527.8,1,4,3,8,0,0
22531,1,200,1413.25,1,4,3,8,0,0
22532,1,73,366.75,1,3,2,6,0,0
22533,1,89,656.5699999999999,1,3,2,6,0,0
22534,1,262,1871.96,1,4,3,8,0,0
22535,7,135,691.17,3,3,2,8,0,0
22536,1,158,1853.03,1,3,3,7,0,0
22537,5,172,865.0,3,4,3,10,1,1
22538,5,40,164.84,3,2,2,7,0,0
22539,1,136,1130.58,1,3,3,7,0,0
22540,1,92,961.28,1,3,3,7,0,0
22541,3,35,202.37,2,2,2,6,0,0
22543,1,55,531.64,1,2,2,5,0,0
22544,1,176,1734.24,1,4,3,8,0,0
22545,1,76,436.51,1,3,2,6,0,0
22546,1,87,800.8199999999999,1,3,3,7,0,0
22547,1,102,339.07,1,3,2,6,0,0
22548,26,209,2351.44,3,4,4,11,1,1
22549,1,356,4799.83,1,4,4,9,1,1
22550,1,219,4224.89,1,4,4,9,1,1
22551,1,681,13663.159999999998,1,4,4,9,1,1
22553,1,567,7315.2699999999995,1,4,4,9,1,1
22554,1,709,13392.619999999999,1,4,4,9,1,1
22555,1,519,9897.929999999998,1,4,4,9,1,1
22556,1,581,10179.009999999998,1,4,4,9,1,1
22557,1,570,7821.639999999999,1,4,4,9,1,1
22558,1,783,13412.619999999999,1,4,4,9,1,1
22559,4,81,626.53,3,3,2,8,0,0
22560,1,390,9603.380000000001,1,4,4,9,1,1
22561,1,436,10154.82,1,4,4,9,1,1
22562,1,211,1773.3700000000001,1,4,3,8,0,0
22563,1,282,3359.4300000000003,1,4,4,9,1,1
22564,1,188,3527.69,1,4,4,9,1,1
22565,1,148,873.52,1,3,3,7,0,0
22566,1,150,794.88,1,3,3,7,0,0
22567,1,227,3315.0,1,4,4,9,1,1
22568,2,477,13468.960000000001,2,4,4,10,1,1
22569,46,351,10791.71,4,4,4,12,1,1
22570,21,389,12059.82,3,4,4,11,1,1
22571,1,257,2271.6,1,4,3,8,0,0
22572,10,179,1255.72,3,4,3,10,1,1
22573,1,221,2427.25,1,4,4,9,1,1
22574,1,223,2340.3799999999997,1,4,4,9,1,1
22575,4,91,1233.77,3,3,3,9,1,1
22576,1,174,1420.4099999999999,1,4,3,8,0,0
22577,1,540,4158.99,1,4,4,9,1,1
22578,1,515,3990.1699999999996,1,4,4,9,1,1
22579,11,339,2070.49,3,4,3,10,1,1
22580,1,250,7175.04,1,4,4,9,1,1
22581,1,178,1140.6799999999998,1,4,3,8,0,0
22582,2,103,2679.95,2,3,4,9,1,1
22583,1,113,1578.05,1,3,3,7,0,0
22584,1,198,5992.86,1,4,4,9,1,1
22585,1,398,7617.89,1,4,4,9,1,1
22586,1,163,815.3499999999999,1,3,3,7,0,0
22587,1,161,833.0699999999999,1,3,3,7,0,0
22588,1,178,2561.18,1,4,4,9,1,1
22589,1,79,1212.82,1,3,3,7,0,0
22591,1,92,1665.46,1,3,3,7,0,0
22592,1,137,3028.62,1,3,4,8,0,0
22593,1,199,2191.02,1,4,3,8,0,0
22594,1,197,1906.62,1,4,3,8,0,0
22595,1,468,5834.94,1,4,4,9,1,1
22596,1,268,4173.64,1,4,4,9,1,1
22597,1,188,1276.6799999999998,1,4,3,8,0,0
22598,1,96,452.46,1,3,2,6,0,0
22599,1,124,988.16,1,3,3,7,0,0
22600,1,196,1568.7299999999998,1,4,3,8,0,0
22601,1,203,2225.7799999999997,1,4,3,8,0,0
22602,1,275,2059.5699999999997,1,4,3,8,0,0
22603,1,173,1248.1299999999999,1,4,3,8,0,0
22604,2,125,3044.76,2,3,4,9,1,1
22605,1,306,11373.21,1,4,4,9,1,1
22606,1,150,4788.61,1,3,4,8,0,0
22607,1,362,12608.269999999999,1,4,4,9,1,1
22608,1,145,1122.81,1,3,3,7,0,0
22609,2,156,1388.62,2,3,3,8,0,0
22610,2,216,2578.24,2,4,4,10,1,1
22611,15,46,1077.03,3,2,3,8,0,0
22613,1,146,1231.11,1,3,3,7,0,0
22614,1,223,1039.33,1,4,3,8,0,0
22615,1,103,665.41,1,3,2,6,0,0
22616,1,514,7989.08,1,4,4,9,1,1
22617,1,479,10887.2,1,4,4,9,1,1
22618,217,31,845.71,4,2,3,9,1,1
22619,1,444,9936.29,1,4,4,9,1,1
22620,1,485,6802.36,1,4,4,9,1,1
22621,1,613,10121.699999999999,1,4,4,9,1,1
22622,1,272,14082.66,1,4,4,9,1,1
22623,2,240,5333.410000000001,2,4,4,10,1,1
22624,1,720,16696.61,1,4,4,9,1,1
22625,1,564,14339.75,1,4,4,9,1,1
22626,1,203,4503.86,1,4,4,9,1,1
22627,1,370,7664.6,1,4,4,9,1,1
22628,1,201,4729.81,1,4,4,9,1,1
22629,1,908,25833.17,1,4,4,9,1,1
22630,1,860,22113.789999999997,1,4,4,9,1,1
22631,1,401,7271.719999999999,1,4,4,9,1,1
22632,1,400,9054.580000000002,1,4,4,9,1,1
22633,1,486,10111.92,1,4,4,9,1,1
22634,1,245,7573.0,1,4,4,9,1,1
22635,2,201,7149.33,2,4,4,10,1,1
22636,1,212,5249.26,1,4,4,9,1,1
22637,13,352,7257.58,3,4,4,11,1,1
22638,1,53,484.43,1,2,2,5,0,0
22639,2,148,1937.7099999999998,2,3,3,8,0,0
22640,2,57,449.39,2,2,2,6,0,0
22641,2,37,303.72999999999996,2,2,2,6,0,0
22642,1,51,596.36,1,2,2,5,0,0
22643,1,48,445.16999999999996,1,2,2,5,0,0
22644,1,280,3013.0699999999997,1,4,4,9,1,1
22645,1,355,4746.18,1,4,4,9,1,1
22646,1,399,5737.67,1,4,4,9,1,1
22647,1,46,483.58,1,2,2,5,0,0
22649,5,220,4342.93,3,4,4,11,1,1
22650,1,145,1338.1,1,3,3,7,0,0
22651,1,170,1837.4699999999998,1,4,3,8,0,0
22652,16,472,8645.07,3,4,4,11,1,1
22653,1,252,3438.95,1,4,4,9,1,1
22654,1,342,10092.300000000001,1,4,4,9,1,1
22655,38,46,9855.5,4,2,4,10,1,1
22656,58,26,4485.0,4,2,4,10,1,1
22659,1,725,21364.7,1,4,4,9,1,1
22660,3,102,2678.96,2,3,4,9,1,1
22661,1,419,4242.74,1,4,4,9,1,1
22662,1,690,11118.63,1,4,4,9,1,1
22663,1,452,7074.7300000000005,1,4,4,9,1,1
22664,1,165,1498.05,1,3,3,7,0,0
22665,15,365,5257.13,3,4,4,11,1,1
22666,1,1158,26661.65,1,4,4,9,1,1
22667,1,485,8361.9,1,4,4,9,1,1
22668,2,348,6867.42,2,4,4,10,1,1
22669,2,235,3686.5,2,4,4,10,1,1
22670,1,303,2524.25,1,4,4,9,1,1
22671,1,145,1611.7999999999997,1,3,3,7,0,0
22672,1,222,2537.62,1,4,4,9,1,1
22673,2,132,1034.83,2,3,3,8,0,0
22674,1,189,1713.97,1,4,3,8,0,0
22675,1,167,1592.66,1,3,3,7,0,0
22676,1,201,1594.64,1,4,3,8,0,0
22677,7,190,1402.82,3,4,3,10,1,1
22678,1,162,1166.56,1,3,3,7,0,0
22679,1,153,1036.78,1,3,3,7,0,0
22680,2,155,1197.79,2,3,3,8,0,0
22681,4,129,987.96,3,3,3,9,1,1
22682,3,115,910.5,2,3,3,8,0,0
22683,8,121,886.49,3,3,3,9,1,1
22684,1,101,744.82,1,3,3,7,0,0
22685,1,100,793.3,1,3,3,7,0,0
22686,1,160,1338.38,1,3,3,7,0,0
22687,2,52,3354.22,2,2,4,8,0,0
22688,1,32,3519.6600000000003,1,2,4,7,0,0
22689,11,148,5530.25,3,3,4,10,1,1
22690,1,289,10007.9,1,4,4,9,1,1
22691,1,122,2710.87,1,3,4,8,0,0
22692,1,445,11579.41,1,4,4,9,1,1
22693,1,307,18017.45,1,4,4,9,1,1
22694,1,409,4369.320000000001,1,4,4,9,1,1
22695,1,123,1001.49,1,3,3,7,0,0
22696,3,151,1456.4499999999998,2,3,3,8,0,0
22697,1,1055,23219.350000000002,1,4,4,9,1,1
22698,1,800,17939.260000000002,1,4,4,9,1,1
22699,1,1119,30245.62,1,4,4,9,1,1
22700,63,56,2639.38,4,2,4,10,1,1
22701,1,120,965.89,1,3,3,7,0,0
22702,7,49,2684.6499999999996,3,2,4,9,1,1
22703,1,123,583.33,1,3,2,6,0,0
22704,1,176,2189.76,1,4,3,8,0,0
22705,4,78,811.86,3,3,3,9,1,1
22706,3,72,858.44,2,3,3,8,0,0
22707,8,49,527.94,3,2,2,7,0,0
22708,2,101,1170.5,2,3,3,8,0,0
22709,2,39,528.5,2,2,2,6,0,0
22710,4,106,1795.42,3,3,3,9,1,1
22711,1,105,1234.34,1,3,3,7,0,0
22712,1,315,1852.86,1,4,3,8,0,0
22713,1,218,1465.92,1,4,3,8,0,0
22714,1,226,1420.77,1,4,3,8,0,0
22715,12,130,645.64,3,3,2,8,0,0
22716,1,288,1365.95,1,4,3,8,0,0
22717,1,131,535.78,1,3,2,6,0,0
22718,2,170,737.39,2,4,3,9,1,1
22719,213,113,906.89,4,3,3,10,1,1
22720,1,1458,38903.340000000004,1,4,4,9,1,1
22721,1,297,4678.71,1,4,4,9,1,1
22722,1,846,24601.66,1,4,4,9,1,1
22723,1,297,4290.47,1,4,4,9,1,1
22725,1,441,8356.1,1,4,4,9,1,1
22726,1,1001,27354.03,1,4,4,9,1,1
22727,1,1081,30978.62,1,4,4,9,1,1
22728,1,799,20855.9,1,4,4,9,1,1
22729,5,462,9196.09,3,4,4,11,1,1
22730,1,583,11674.65,1,4,4,9,1,1
22731,3,144,1553.74,2,3,3,8,0,0
22732,2,188,2162.75,2,4,3,9,1,1
22733,1,197,2095.08,1,4,3,8,0,0
22734,1,426,10708.300000000001,1,4,4,9,1,1
22735,1,136,1387.46,1,3,3,7,0,0
22736,1,225,2336.7,1,4,4,9,1,1
22737,2,261,2761.8,2,4,4,10,1,1
22738,1,277,4046.57,1,4,4,9,1,1
22739,1,319,3601.52,1,4,4,9,1,1
22740,74,170,5793.62,4,4,4,12,1,1
22741,1,236,7407.209999999999,1,4,4,9,1,1
22742,1,102,1339.1100000000001,1,3,3,7,0,0
22743,1,207,2438.0400000000004,1,4,4,9,1,1
22744,1,174,2115.1400000000003,1,4,3,8,0,0
22745,1,426,4705.89,1,4,4,9,1,1
22746,1,330,3270.1400000000003,1,4,4,9,1,1
22747,1,228,2099.75,1,4,3,8,0,0
22748,1,440,4933.33,1,4,4,9,1,1
22749,1,449,9264.91,1,4,4,9,1,1
22750,1,415,7585.58,1,4,4,9,1,1
22751,1,291,5820.22,1,4,4,9,1,1
22752,1,385,15405.470000000001,1,4,4,9,1,1
22753,1,217,758.98,1,4,3,8,0,0
22754,1,266,1352.1699999999998,1,4,3,8,0,0
22755,1,251,1190.51,1,4,3,8,0,0
22756,1,123,656.52,1,3,2,6,0,0
22757,1,164,1170.24,1,3,3,7,0,0
22758,1,178,1112.75,1,4,3,8,0,0
22759,10,424,9083.539999999999,3,4,4,11,1,1
22760,96,86,3566.56,4,3,4,11,1,1
22761,7,27,939.28,3,2,3,8,0,0
22762,3,119,3030.93,2,3,4,9,1,1
22763,1,111,2236.02,1,3,3,7,0,0
22764,260,4,199.72,4,1,2,7,0,0
22765,365,5,316.95000000000005,4,1,2,7,0,0
22766,1,520,9999.94,1,4,4,9,1,1
22767,1,235,7521.799999999999,1,4,4,9,1,1
22768,1,285,8623.84,1,4,4,9,1,1
22769,339,10,592.23,4,1,2,7,0,0
22770,5,66,1575.48,3,3,3,9,1,1
22771,2,445,9087.94,2,4,4,10,1,1
22772,2,256,5215.45,2,4,4,10,1,1
22773,3,191,2754.4,2,4,4,10,1,1
22774,3,143,2921.56,2,3,4,9,1,1
22775,1,239,4656.87,1,4,4,9,1,1
22776,1,576,13951.73,1,4,4,9,1,1
22777,141,62,2993.1800000000003,4,2,4,10,1,1
22778,16,161,3369.94,3,3,4,10,1,1
22779,1,155,5908.85,1,3,4,8,0,0
22780,1,140,5150.59,1,3,4,8,0,0
22781,1,245,5551.01,1,4,4,9,1,1
22782,3,74,3399.95,2,3,4,9,1,1
22783,179,33,5961.25,4,2,4,10,1,1
22784,1,326,6606.39,1,4,4,9,1,1
22785,1,74,1087.57,1,3,3,7,0,0
22786,2,47,764.63,2,2,3,7,0,0
22788,177,64,2082.76,4,2,3,9,1,1
22789,1,139,1690.17,1,3,3,7,0,0
22791,1,355,10156.630000000001,1,4,4,9,1,1
22792,1,207,2653.5299999999997,1,4,4,9,1,1
22794,1,186,2824.65,1,4,4,9,1,1
22795,1,371,8656.45,1,4,4,9,1,1
22796,1,254,6331.4,1,4,4,9,1,1
22797,3,101,3088.66,2,3,4,9,1,1
22798,1,284,5697.0,1,4,4,9,1,1
22799,4,89,1631.58,3,3,3,9,1,1
22800,1,209,3601.99,1,4,4,9,1,1
22801,1,231,4286.03,1,4,4,9,1,1
22802,3,49,1494.69,2,2,3,7,0,0
22803,26,31,2038.0900000000001,3,2,3,8,0,0
22804,2,482,8590.6,2,4,4,10,1,1
22805,1,197,2609.78,1,4,4,9,1,1
22806,2,38,677.0400000000001,2,2,2,6,0,0
22807,1,195,2428.1800000000003,1,4,4,9,1,1
22808,1,76,1091.97,1,3,3,7,0,0
22809,1,207,3906.2000000000003,1,4,4,9,1,1
22810,4,167,3185.78,3,3,4,10,1,1
22811,1,109,2422.24,1,3,4,8,0,0
22812,4,188,3651.2,3,4,4,11,1,1
22813,1,218,4640.78,1,4,4,9,1,1
22814,1,235,893.51,1,4,3,8,0,0
22815,1,268,1123.8799999999999,1,4,3,8,0,0
22816,1,266,1706.8799999999999,1,4,3,8,0,0
22817,1,290,1114.81,1,4,3,8,0,0
22818,1,247,1600.8,1,4,3,8,0,0
22819,1,270,1104.81,1,4,3,8,0,0
22820,7,78,576.72,3,3,2,8,0,0
22821,1,140,738.2700000000001,1,3,3,7,0,0
22822,1,160,2600.6,1,3,4,8,0,0
22823,25,13,2745.0,3,1,4,8,0,0
22824,17,44,1974.2000000000003,3,2,3,8,0,0
22825,12,29,597.87,3,2,2,7,0,0
22826,8,45,6727.5,3,2,4,9,1,1
22827,22,29,5830.0,3,2,4,9,1,1
22828,24,7,1530.0,3,1,3,7,0,0
22829,28,111,2403.23,3,3,4,10,1,1
22830,327,6,2610.29,4,1,4,9,1,1
22831,8,121,2070.9,3,3,3,9,1,1
22832,10,81,1857.07,3,3,3,9,1,1
22833,310,5,2603.5299999999997,4,1,4,9,1,1
22834,1,375,7442.28,1,4,4,9,1,1
